Source Row,Position Name,Facility,Department,Work Category,Specialty,Job Name,Source HR Department,Source Unit,Source Sub Unit,Source Staff Category,Source Work Speciality,Review Required,Review Reason,Work Category Confidence
12862,HQ - Medical Fitness Dept - Occupational Health Clinics Section-Staff Nurse 2-001,JLT Medical Fitness Center,Occupational Health Clinics,Nursing,Medical Fitness,Staff Nurse 2,HQ - Medical Fitness Dept,,,Nursing,,No,,High
12863,HQ - Medical Fitness Dept - Occupational Health Clinics Section-Assistant Administrative Officer-001,JLT Medical Fitness Center,Occupational Health Clinics,Administration,Medical Fitness,Assistant Administrative Officer,HQ - Medical Fitness Dept,,,Administration,,No,,High
12864,HQ - Medical Fitness Dept - Occupational Health Clinics Section-Embalming Services Technician-001,JLT Medical Fitness Center,Occupational Health Clinics,Administration,Medical Fitness,Embalming Services Technician,HQ - Medical Fitness Dept,,,Administration,PM - Embalming,No,,High
12865,HQ - Medical Fitness Dept - Occupational Health Clinics Section-Specialist-001,JLT Medical Fitness Center,Occupational Health Clinics,Medical,Medical Fitness,Specialist,HQ - Medical Fitness Dept,,,Medical,Family Medicine,No,,High
12866,HQ - Medical Fitness Dept - Occupational Health Clinics Section-Specialist-001,JLT Medical Fitness Center,Occupational Health Clinics,Medical,Medical Fitness,Specialist,HQ - Medical Fitness Dept,,,Medical,Family Medicine,No,,High
12867,HQ - Medical Fitness Dept - Occupational Health Clinics Section-Staff Nurse 2-001,JLT Medical Fitness Center,Occupational Health Clinics,Nursing,Medical Fitness,Staff Nurse 2,HQ - Medical Fitness Dept,,,Nursing,,No,,High
12868,HQ - Medical Fitness Dept - Occupational Health Clinics Section-Radiographer 1-001,JLT Medical Fitness Center,Occupational Health Clinics,Para Medical,Medical Fitness,Radiographer 1,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
12869,HQ - Medical Fitness Dept - Occupational Health Clinics Section-Specialist-001,JLT Medical Fitness Center,Occupational Health Clinics,Medical,Medical Fitness,Specialist,HQ - Medical Fitness Dept,,,Medical,Pulmonology,No,,High
12870,HQ - Medical Fitness Dept - Embalming Unit-Senior Embalming Services Technician-001,Al Muhaisnah Medical Fitness Center,Embalming,Administration,Medical Fitness,Senior Embalming Services Technician,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Embalming Unit,,Administration,PM - Embalming,No,,High
12871,HQ - Medical Fitness Dept - Embalming Unit-Senior Embalming Services Technician-001,Al Muhaisnah Medical Fitness Center,Embalming,Administration,Medical Fitness,Senior Embalming Services Technician,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Embalming Unit,,Administration,PM - Embalming,No,,High
12872,HQ - Medical Fitness Dept - Embalming Unit-Senior Embalming Services Technician-001,Al Muhaisnah Medical Fitness Center,Embalming,Administration,Medical Fitness,Senior Embalming Services Technician,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Embalming Unit,,Administration,PM - Embalming,No,,High
12873,HQ - Medical Fitness Dept - Embalming Unit-Senior Embalming Services Technician-001,Al Muhaisnah Medical Fitness Center,Embalming,Administration,Medical Fitness,Senior Embalming Services Technician,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Embalming Unit,,Administration,PM - Embalming,No,,High
12874,HQ - Medical Fitness Dept - Embalming Unit-Embalming Services Technician-001,Al Muhaisnah Medical Fitness Center,Embalming,Administration,Medical Fitness,Embalming Services Technician,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Embalming Unit,,Administration,PM - Embalming,No,,High
12875,HQ - Medical Fitness Dept - Infectious Diseases Isolation Unit-Clerk-001,Mirdif (Uptown) Medical Fitness Center,Infectious Diseases Isolation,Administration,Infectious Diseases,Clerk,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Infectious Diseases Isolation Unit,,Administration,,No,,High
12876,HQ - Medical Fitness Dept - Infectious Diseases Isolation Unit-Senior Administrative Officer-001,Mirdif (Uptown) Medical Fitness Center,Infectious Diseases Isolation,Administration,Infectious Diseases,Senior Administrative Officer,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Infectious Diseases Isolation Unit,,Administration,,No,,High
12877,HQ - Medical Fitness Dept - Medically Unfit Cases Follow-up Unit-Senior Administrative Officer-001,Al Muhaisnah Medical Fitness Center,Medically Unfit Cases Follow-up,Administration,Medical Fitness,Senior Administrative Officer,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Medically Unfit Cases Follow-up Unit,,Administration,,No,,High
12878,HQ - Medical Fitness Dept - Medically Unfit Cases Follow-up Unit-Clerk-001,Al Muhaisnah Medical Fitness Center,Medically Unfit Cases Follow-up,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,HQ - Medical Fitness Dept - Medically Unfit Cases Follow-up Unit,,Administration,,No,,High
12879,الإدارة العامة - إدارة اللياقة الطبية - قسم العزل الصحي والمشرحة-رئيس شعبة -001,Al Muhaisnah Medical Fitness Center,Quarantine & Mortuary,Administration,Medical Fitness,Head of Unit,HQ - Medical Fitness Dept,,,Administration,,No,,High
12880,الإدارة العامة - إدارة اللياقة الطبية - قسم العزل الصحي والمشرحة-رئيس شعبة -001,Al Muhaisnah Medical Fitness Center,Quarantine & Mortuary,Administration,Medical Fitness,Head of Unit,HQ - Medical Fitness Dept,,,Administration,,No,,High
12881,الإدارة العامة - إدارة اللياقة الطبية - قسم العزل الصحي والمشرحة-رئيس قسم -001,Al Muhaisnah Medical Fitness Center,Quarantine & Mortuary,Administration,Medical Fitness,Head of Section,HQ - Medical Fitness Dept,,,Administration,,No,,High
12882,HQ - Medical Fitness Dept - Quarantine & Mortuary Section-Health Care Attendant-001,Al Muhaisnah Medical Fitness Center,Quarantine & Mortuary,Administration,Medical Fitness,Health Care Attendant,HQ - Medical Fitness Dept,,,Administration,,No,,High
12883,HQ - Medical Fitness Dept-Officer Processes-001,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Officer Processes,HQ - Medical Fitness Dept,,,Administration,,No,,High
12884,الإدارة العامة - إدارة خدمات اللياقة الطبية -مساعد ضابط إداري-001,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Assistant Administrative Officer,HQ - Medical Fitness Dept,,,Administration,,No,,High
12885,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12886,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12887,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12888,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12889,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12890,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer 1,HQ - Medical Fitness Dept,,,,,No,,High
12891,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12892,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12893,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12894,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12895,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12896,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12897,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12898,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12899,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12900,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12901,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12902,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12903,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12904,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Filing Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12905,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Filing Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12906,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist (N),HQ - Medical Fitness Dept,,,,,No,,High
12907,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12908,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12909,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12910,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12911,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12912,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12913,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12914,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12915,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12916,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12917,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Assistant,HQ - Medical Fitness Dept,,,,,No,,High
12918,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer 1,HQ - Medical Fitness Dept,,,,,No,,High
12919,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12920,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12921,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12922,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12923,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12924,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12925,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12926,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12927,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12928,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12929,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12930,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12931,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12932,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12933,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12934,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12935,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12936,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12937,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12938,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12939,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12940,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12941,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12942,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12943,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Medical,Medical Fitness,Specialist,HQ - Medical Fitness Dept,,,,,No,,High
12944,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12945,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12946,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12947,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12948,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12949,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Coordinator,HQ - Medical Fitness Dept,,,,,No,,High
12950,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Coordinator,HQ - Medical Fitness Dept,,,,,No,,High
12951,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Coordinator,HQ - Medical Fitness Dept,,,,,No,,High
12952,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Coordinator,HQ - Medical Fitness Dept,,,,,No,,High
12953,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Coordinator,HQ - Medical Fitness Dept,,,,,No,,High
12954,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Coordinator,HQ - Medical Fitness Dept,,,,,No,,High
12955,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Coordinator,HQ - Medical Fitness Dept,,,,,No,,High
12956,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Coordinator,HQ - Medical Fitness Dept,,,,,No,,High
12957,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Medical,Medical Fitness,Specialist Registrar,HQ - Medical Fitness Dept,,,,,No,,High
12958,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12959,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Medical,Medical Fitness,General Practitioner,HQ - Medical Fitness Dept,,,,,No,,High
12960,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Officer Customer Care,HQ - Medical Fitness Dept,,,,,No,,High
12961,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Officer Customer Care,HQ - Medical Fitness Dept,,,,,No,,High
12962,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Officer Customer Care,HQ - Medical Fitness Dept,,,,,No,,High
12963,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Officer Customer Care,HQ - Medical Fitness Dept,,,,,No,,High
12964,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Officer Customer Care,HQ - Medical Fitness Dept,,,,,No,,High
12965,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12966,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12967,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
12968,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12969,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
12970,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12971,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
12972,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12973,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12974,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12975,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12976,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12977,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12978,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12979,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12980,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
12981,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12982,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12983,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
12984,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12985,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12986,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12987,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12988,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12989,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12990,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12991,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12992,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12993,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12994,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12995,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12996,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12997,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12998,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
12999,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13000,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13001,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13002,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13003,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13004,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13005,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13006,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13007,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13008,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
13009,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
13010,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
13011,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
13012,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
13013,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
13014,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
13015,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,Para Medical,PM - Radiology,No,,High
13016,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Assistant,HQ - Medical Fitness Dept,,,,,No,,High
13017,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Admin Assistant,HQ - Medical Fitness Dept,,,,,No,,High
13018,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13019,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13020,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
